QID,Wikipedia_Title
Q756236,FK Atlantas
Q304191,National Coalition Party
Q96089941,Ng Cho-nam
Q24260075,Petr Bystron
Q1390688,Michael Noonan (Fine Gael politician)
Q194060,Bank of Finland
Q105695,AnnaSophia Robb
Q1781,Budapest
Q10577,Tom Cleverley
Q29996584,Isaac Humphries
Q44285979,Ursula Gibson
Q1439934,Kingsoft
Q1372394,Tomohiro Ishikawa
Q128109,Chicago Bulls
Q476470,Mikele Leigertwood
Q11584,Iker Casillas
Q3292101,Marie-Luce Penchard
Q15831560,Noah Syndergaard
Q61713329,Teaira McCowan
Q11982122,Kristin Michelsen
Q22043905,Paul Kaba Thieba
Q586904,Federal University of Rio de Janeiro
Q29922050,James Broach
Q488981,European Bank for Reconstruction and Development
Q437212,Alexander Kačaniklić
Q717091,Hamdi Salihi
Q7178725,Petre Grigoraș
Q1094263,Alex Pastoor
Q2064606,Pavel Hapal
Q3380857,Philippe Vigier
Q233358,PLOS
Q16117007,The Key of Croatia
Q56062436,Chief of the Military Staff of the President of the Republic
Q18523,Newport County A.F.C.
Q188277,Cruzeiro Esporte Clube
Q980,Bavaria
Q80978,Hewlett-Packard
Q17466583,Naomi Osaka
Q37993392,Makhosi Khoza
Q15233904,York Museums Trust
Q289078,Mover (political party)
Q47774,France national football team
Q1373840,Pavel Bělobrádek
Q1423718,K.A.S. Eupen
Q6140467,"James O'Connor (footballer, born 1979)"
Q29207,Sauli Niinistö
Q19079,Republican People's Party
Q810,Jordan
Q6303349,Judith Collins
Q25847824,Elsa Artadi
Q128186,Saitama Prefecture
Q723471,Shamakhi FK
Q6602,Strasbourg
Q67202319,Paige Bueckers
Q3040508,Dubai TV
Q505965,Andrew Little (footballer)
Q213959,Boston Red Sox
Q7414,The Walt Disney Company
Q2437804,Tobias Hans
Q3083542,CNews
Q6767768,Mark Goldberg (football manager)
Q85830108,Giulio Gallera
Q3761,Accra
Q453130,Stjepan Tomas
Q97601794,Dani Poyatos
Q3106071,Gilles Babinet
Q4917958,Bishop of Reading
Q3251775,Minister of Environment and Climate Change
Q1882874,Worcester City F.C.
Q2693347,Jannewietske de Vries
Q1397662,Remigijus Šimašius
Q1411222,George Mason University
Q55757694,Hana Kimura
Q946339,Chairperson of the African Union
Q1420239,Temple University
Q3361904,Saitama Wild Knights
Q39765135,Romeo Jozak
Q359442,Bernie Sanders
Q128114,"Yonkers, New York"
Q1463440,Trudeau Institute
Q2294644,Gerolf Annemans
Q7555605,Sol de América de Formosa
Q1547338,The Oregonian
Q457673,Ashley Fox
Q19444,Birmingham City F.C.
Q57540493,"Liberties, Independents, Overseas and Territories"
Q459132,Cindy Parlow Cone
Q2915536,Attorney General of Israel
Q720242,Bill Weld
Q841378,FC DAC 1904 Dunajská Streda
Q48472222,Rylie Green
Q1395600,Giorgio Corbellini
Q285510,Al-Quwa Al-Jawiya
Q175315,New Zealand men's national football team
Q66692387,Daniel Akerib
Q87761491,Bonnie Henry
Q363637,President of the German Bundesrat
Q32358,Tractor S.C.
Q7108364,Otago cricket team
Q4387099,Valery Radayev
Q597909,Phil Goff
Q993534,Bruno Mantovani
Q190618,New York Giants
Q16844931,Inter Miami CF
Q495,Turin
Q49114,Brown University
Q87436373,Abdullah bin Khalid Al Saud
Q2964778,Chris Lattner
Q7227384,Pomona College
Q3376510,Peter Coles
Q5261031,Deputy First Minister of Wales
Q2648006,Allan Moore
Q189198,Iceland national football team
Q4828310,Averil Power
Q130765,New Democratic Party
Q4354299,Cory Bernardi
Q2977816,Claude Meisch
Q2754626,Vivianne Miedema
Q56274233,Adesewa Josh
Q3290680,Marguerite Blais
Q154258,Teddy Chevalier
Q3323977,Antonio Calderón
Q57361363,Christopher J. Hernandez
Q467112,Nicola Sturgeon
Q4952617,Karin Hansson
Q7444315,Secretary of Justice of Puerto Rico
Q2636053,Leader of the House of Commons
Q14431691,Nik Stauskas
Q7946254,WKVB (FM)
Q270100,Navjot Singh Sidhu
Q749589,Go Ahead Eagles
Q10287,Manuel Valls
Q41564,David Johnston (governor general)
Q607150,Hélène Mandroux
Q3345586,Mohammad Ashraful
Q7356954,Rodney Hide
Q62551,Mikhail Kasyanov
Q1389005,Joe Higgins (politician)
Q10379491,Jim McIntyre (footballer)
Q21013476,Christine Mannhalter
Q350616,Adel Taarabt
Q204888,PAOK FC
Q54152815,Anna Theologou
Q16056498,Minister of Justice (Sri Lanka)
Q44851169,Jón Axel Guðmundsson
Q3522251,Eoin Morgan
Q1884012,Magento
Q3081726,Francis van Londersele
Q4261844,Vice-President of Zimbabwe
Q19573,Bury F.C.
Q1142687,KDU-ČSL
Q16412614,Maardu Linnameeskond
Q96183031,Statue of Robert Milligan
Q867684,Tuen Mun SA
Q776807,"Magdalene College, Cambridge"
Q5501196,Paolo Di Laura Frattura
Q1339589,Marcelino García Toral
Q142555,Australia national cricket team
Q12595907,Moon Hee-sang
Q6262874,John Walsh (Montana politician)
Q849170,Patriarch of Moscow and all Rus'
Q3117946,Randolph M. Nesse
Q958008,Umm Salal SC
Q202638,The Liberals (Switzerland)
Q7574852,Special counsel
Q611644,Bishops in the Catholic Church
Q158818,Anti-Defamation League
Q4202306,England national football C team
Q11209,United States Department of Defense
Q3402412,President's Emergency Plan for AIDS Relief
Q3768101,Giovanni Savarese
Q56786742,Dianne F. Harrison
Q20641494,Jorge Simão
Q266104,Shakib Al Hasan
Q1157395,Dagur Sigurðsson
Q13847503,Wrestle-1
Q168397,Romania national football team
Q553732,Airbus UK Broughton F.C.
Q1621954,Nicola Fuchs-Schündeln
Q3374734,Diego Borja
Q2626053,Angel Chervenkov
Q2498519,Pavel Kirilchik
Q15817642,Petr Ježek
Q30325816,Delaware Fightin' Blue Hens women's basketball
Q170899,Néstor Kirchner
Q19950211,Stén Knuth
Q172732,Indianapolis Motor Speedway
Q950609,Singapore Management University
Q420594,FC Kairat
Q974,Democratic Republic of the Congo
Q15755,FC Augsburg
Q281878,FC Slutsk
Q1784503,Poland Comes First
Q10233,VVS Laxman
Q2036076,Westfield Group
Q845043,Frosinone Calcio
Q379801,Advent International
Q20111482,Martha Pollack
Q4982087,Fitchburg State University
Q5009253,Paramount Streaming
Q1770895,Hill-Marta Solberg
Q5218668,Dan Sullivan (U.S. senator)
Q837296,Slovak Democratic and Christian Union – Democratic Party
Q1158081,Dalsjöfors GoIF
Q14525857,Avril Haines
Q1591470,United States Secretary of the Army
Q10290029,Gladson Cameli
Q6956114,NYU Langone Health
Q485253,Stord
Q15971720,Antonin Baudry
Q29038522,Michael Boris
Q4192898,FC Krasnoye Znamya Noginsk
Q72845646,Hana Hasanah Shahab
Q6866004,"Minister for Housing, Local Government and Heritage"
Q1271675,Paschal Donohoe
Q317008,Anthony Davis
Q316106,José Calderón (basketball)
Q7511346,Sierra Canyon School
Q510926,Andriy Klyuyev
Q2055348,Yvon Ledanois
Q951548,Yannick Nézet-Séguin
Q4725060,Mohammad-Ali Movahedi Kermani
Q7814878,Tom Barras (cyclist)
Q2170909,Roy Schwitters
Q60497,Slate (magazine)
Q24007381,Cristian Lupuț
Q310082,David Thompson (Barbadian politician)
Q180,Wikimedia Foundation
Q261001,Shaun Woodward
Q647198,President of Namibia
Q6865809,Minister for Employment and Workplace Relations
Q2028,Verona
Q200875,National Democratic Congress (Ghana)
Q1290372,Boško Gjurovski
Q7368324,Rosemary Butler (politician)
Q1330261,John Carver (footballer)
Q3066505,José Ramón Bauzá
Q36600,The Hague
Q4261,Michel Platini
Q3181744,John Herety
Q947020,Olivier Kaisen
Q381384,Marius Niculae
Q76088,Michael Sommer
Q644157,Kalmar FF
Q4956754,Tina Joemat-Pettersson
Q7827097,Torrey Pines High School
Q3182727,John Whisenant
Q24572217,Britt Marie Hermes
Q3339152,News Corp Australia
Q24450321,Elizabeth Wagmeister
Q12100652,Andrii Deshchytsia
Q5890965,"Steve Jones (footballer, born 1976)"
Q334410,Serbian Radical Party
Q787574,Jákup á Borg
Q32120,Martin Luther University Halle-Wittenberg
Q294302,Walter Zenga
Q267128,Didier Digard
Q5019280,Caleb Porter
Q2038034,Paul O'Connell
Q44110850,McKenzie Milton
Q56276763,Western Australian Labor Party
Q34044,Scotland national football team
Q546557,FC Zhetysu
Q2333467,Nikos Pateras
Q2075363,Peter Gülke
Q1282245,Ecuavisa
Q291393,Stephen Crabb
Q31919,Vitali Klitschko
Q137747,Hong Kong Pegasus FC
Q65552944,Matthew Trundle
Q18704794,Ghislain Printant
Q886947,President of Kosovo
Q3198007,UCF Knights
Q1756350,NATO Parliamentary Assembly
Q327948,President of Israel
Q64056386,Salima Yenbou
Q1474019,University of Hull
Q29514964,Governor of Colorado
Q7384672,Ryan Zinke
Q912982,Brian Priske
Q2783615,Permanent Observer of the Holy See to the United Nations
Q1307072,Chief Whip
Q544847,Qualcomm
Q25338996,Manitoba First
Q3088819,Oscar Giannino
Q5162731,Conscience of Ukraine
Q3171709,Jean Desessard
Q834230,"Sven Köhler (footballer, born 1966)"
Q168961,Zdeněk Bakala
Q2506651,Leader of the Official Opposition (Canada)
Q3430391,Riccardo Tisci
Q1892814,Tom Mulcair
Q470774,MS Dhoni
Q465749,Kristi Noem
Q3505744,Sussex County Cricket Club
Q506832,Club Athletico Paranaense
Q17385972,Ernest Gjoka
Q88217885,Victoria Arbour
Q682969,Institutional Revolutionary Party
Q7981882,Welsh Conservatives
Q27057682,Jair Ventura
Q358718,Ljupko Petrović
Q30158353,List of ambassadors of Uruguay to China
Q433666,Dorinel Munteanu
Q106394,SC Freiburg
Q7267590,Lu Qi (computer scientist)
Q332702,FC Ararat Yerevan
Q241261,Vince Carter
Q3847080,Lai Ching-te
Q18163023,Adam Walker (British politician)
Q96393329,Minister for Racing (New Zealand)
Q6251126,John Odigie Oyegun
Q2525331,William Vainqueur
Q476684,Dmitri Khokhlov
Q19873165,Failbetter Games
Q1753170,Luigi Spagnolli
Q47846,Naoto Kan
Q1423677,University of the Sunshine Coast
Q1437906,Asturias Forum
Q27899325,Ronna McDaniel
Q7567332,South Garland High School
Q6400911,Khatia Dekanoidze
Q554272,Robert W. McElroy
Q523890,Reinoldijus Šarkinas
Q19353,FC Anzhi Makhachkala
Q3852681,Maurizio Pellegrino
Q1049470,University of Waterloo
Q2941858,Catherine Cesarsky
Q15050555,Coalition Montréal
Q15038174,"Shadow Secretary of State for Environment, Food and Rural Affairs"
Q2185704,Seinäjoen Jalkapallokerho
Q3518507,Shoaib Malik
Q667821,Nanjing Foreign Language School
Q264283,Jennifer Egan
Q2503691,Utz Claassen
Q381746,Monta Ellis
Q1809637,Critical Left
Q362585,Terry Butcher
Q458691,Welliton
Q1993639,Yuri Gazzaev
Q419976,Lamar Alexander
Q7626471,Stuart Dew
Q2899644,Bertrand Pancher
Q76174641,Kishori Pednekar
Q2225273,Penske Corporation
Q74512,Helma Orosz
Q18659,Swansea City A.F.C.
Q599386,Noël Dejonckheere
Q65127311,Alessio Dionisi
Q6480865,"Lamar High School (Arlington, Texas)"
Q248188,Milton Keynes Dons F.C.
Q2743251,Muharem Bajrami
Q710813,Daniel Pancu
Q652879,Miami Marlins
Q98842742,Miquel Sàmper
Q1320688,R. A. Dickey
Q327238,Toronto FC
Q14647,Sun Microsystems
Q4294596,Ministry of Corporate Affairs
Q834164,Mountain Studios
Q357918,László Lovász
Q1459585,Pakistani Taliban
Q18704887,Valery Bakhno
Q188771,French Academy of Sciences
Q11603374,Baylor Bears women's basketball
Q57665,Jens Stoltenberg
Q20070348,Vadym Troyan
Q5735576,Herb Simon (businessman)
Q169661,Detroit Pistons
Q7375978,Ruben Kihuen
Q1342,Pittsburgh
Q434923,Meral Akşener
Q30055,Jaguar Cars
Q698803,Rudi Bommer
Q1757843,Brothers of Italy
Q5062255,Centre Daily Times
Q25305,British Virgin Islands
Q7444254,Secretary for Development
Q11483889,Government Pension Investment Fund
Q1433199,Indiana University–Purdue University Indianapolis
Q19481,Leicester City F.C.
Q18662,Cardiff City F.C.
Q58855,Jens Voigt
Q3183593,Jonny Bairstow
Q313380,Krasimir Balakov
Q431139,FK Sutjeska Nikšić
Q2660386,Magnus Pehrsson
Q7387902,S. Somasegar
Q14107962,Felice Mazzù
Q2272209,Serbia national under-21 football team
Q1960874,Alexander Beglov
Q44754,Buenos Aires Province
Q27996479,2017 AG2R La Mondiale season
Q334927,Ünal Karaman
Q201492,McGill University
Q853036,President of Kyrgyzstan
Q16080217,Kim Moo-sung
Q275612,Budapest Honvéd FC
Q449080,Udo Bullmann
Q5627332,Justin King (businessman)
Q1026919,"California State University, Fresno"
Q726066,Sweden women's national football team
Q2504126,ESMOD
Q15261581,Nelson Mandela African Institution of Science and Technology
Q459373,Iratxe García
Q41791601,Danielle Outlaw
Q539072,Anghel Iordănescu
Q17287321,Minister of Emergency Situations (Russia)
Q857938,İstanbul Başakşehir F.K.
Q5020915,California Republican Party
Q4863497,Barrie Central Collegiate Institute
Q450439,Portland Police Bureau
Q213427,Aaron Ramsey
Q11928385,Jordi Xuclà
Q241149,Liberal Party of Australia
Q240672,Sue Bird
Q983658,Stefan Wallin
Q122842,Philipp Müller (politician)
Q3326849,Movement of Progressives
Q1065414,Vrije Universiteit Amsterdam
Q1785131,Kosta Runjaić
Q11251694,Maldives national under-23 football team
Q601807,Franky Vercauteren
Q1283732,Silviu Bălace
Q7933416,Viorel Tănase
Q3110042,Kongregate
Q15732550,People's Movement Party
Q3763486,Gianni Cuperlo
Q464312,DeMarcus Cousins
Q358443,Jeff Sessions
Q201381,Vincent Kompany
Q1491215,Mustafa Reşit Akçay
Q316681,Gareth Southgate
Q5105734,Chris Andrews (politician)
Q1955594,Wim Pijbes
Q135701,Team Flanders–Baloise
Q5566385,Gladys Berejiklian
Q8989779,Liu Guozhong
Q5049285,Cassel Mathale
Q579677,President of Ukraine
Q736674,University of Colorado Boulder
Q10436997,Nedim Tutić
Q738846,Basque Country national football team
Q1849843,Xavier University
Q1525831,MD Anderson Cancer Center
Q48283,Yulia Tymoshenko
Q4482936,Jason Ferguson (snooker player)
Q846,Qatar
Q2060678,State University of Campinas
Q1247614,New Party Daichi
Q2445140,Ministry of Internal Affairs (Ukraine)
Q347771,Urs Fischer (footballer)
Q620811,S.C. Damash Gilan
Q60,New York City
Q6514745,Minister of Transport of Norway
Q732852,Progressistas
Q1894687,Arno Brok
Q18637320,Joshua Dobbs
Q4711753,Alberta Investment Management Corporation
Q6590375,List of ministers of defence of Latvia
Q5109221,Christia Mercer
Q12324611,Lis Tribler
Q738947,Estonian Reform Party
Q1045828,University of East Anglia
Q1348308,Shinichi Fukushima
Q3530604,Rangana Herath
Q504339,Athletics (baseball)
Q16090573,Yoo Il-ho
Q219635,BlackRock
Q6232143,John F. W. Rogers
Q284853,Armenian National Congress
Q21997232,Anneloes van Veen
Q12696236,Jho Low
Q3047220,Graeme Swann
Q5401435,Pedro Rollán
Q142,France
Q3296965,Studio B Productions
Q57305705,Rebecca Lingwood
Q3295803,Martine Lignières-Cassou
Q10553449,Aleksey Vergeyenko
Q218115,Chanel
Q16969982,UCF Knights football
Q1502181,Geneva Centre for Security Policy
Q908274,Democratic People's Movement
Q1049176,England national under-20 football team
Q7382803,Rutgers Scarlet Knights football
Q7883165,Under Secretary of Defense for Personnel and Readiness
Q1444022,F. Richard Spencer
Q1379995,Jeff Rooker
Q2308235,Brazil national under-20 football team
Q562097,Roberto Maroni
Q2631716,Ranko Krivokapić
Q3251913,List of foreign ministers of Haiti
Q54913364,Hideyo Hanazumi
Q15429717,Margaret Leinen
Q370206,K.V. Oostende
Q590267,Alexander von Humboldt Foundation
Q6030821,Information Sciences Institute
Q1202292,Griffith University
Q897738,David Richards (record producer)
Q38188115,Édouard Ngirente
Q316501,Teemu Tainio
Q7460593,Shadow Secretary of State for Energy Security and Net Zero
Q2501396,Minister of Foreign Affairs (Czech Republic)
Q466003,John Faulkner
Q307373,Now TV (Hong Kong)
Q2859541,Arantza Quiroga Cía
Q786242,White House Chief of Staff
Q32,Luxembourg
Q332336,Alan Johnson
Q19878080,Ellen D. Williams (scientist)
Q17093585,Anne Hege Grung
Q583725,Centers for Disease Control and Prevention
Q191485,Louis Vuitton
Q6866188,Minister of Housing and Urban Poverty Alleviation
Q877411,Great Britain Olympic football team
Q29239480,Bruno Tshibala
Q131499,S.L. Benfica
Q43819716,Margaret Nyland
Q484876,Chief executive officer
Q3771430,Giuseppe Scopelliti
Q64356062,Emily St. James
Q90934327,Bella Alarie
Q2651858,Team SD Worx–Protime
Q1761754,Match! Game
Q39050368,Syed Saddiq
Q7895034,University of Alabama School of Law
Q311619,Cristian Brocchi
Q876493,Michael Fleischhacker
Q1387375,Ikast Håndbold
Q15896123,"Luís Castro (footballer, born 1961)"
Q79380,Zhejiang Professional F.C.
Q5246645,Dean of Liverpool
Q606210,Querétaro F.C.
Q189449,Yossi Benayoun
Q66187862,Jermaine Jenkins
Q18542108,Mugurel Cornățeanu
Q7618478,Stoke Newington School
Q28563736,Momentum Movement
Q686052,Rick Pitino
Q174486,Antonio Valencia
Q4272108,Glenn Maxwell
Q888443,Eddie Baza Calvo
Q17320405,Mahammed Dionne
Q904827,Janata Dal (United)
Q380310,Ciarán Cuffe
Q970720,Julian Castro
Q440689,Renate Weber
Q466245,Martin Ferguson (politician)
Q23303029,Walla Walla High School
Q6508563,Leader of the Opposition (Spain)
Q6376705,Kathleen Fitzpatrick (American academic)
Q56645967,Abhilasha Kumari
Q21170490,Jaguar (marque)
Q28916689,Domenico Tedesco
Q184946,Joe Cole
Q16056499,Ministry of Urban Development and Housing
Q1902825,Marshawn Lynch
Q3048283,Eduard Eranosyan
Q2939466,Carlos Tavares
Q1143000,Club Universidad Nacional
Q22080092,Gujarat Lions
Q1591067,Hausdorff Center for Mathematics
Q3590639,Canada men's national under-17 soccer team
Q47468334,Filip Petrušev
Q445796,Tobin Heath
Q3112559,Government of New York City
Q54678,Jürgen Roters
Q248032,Georgios Donis
Q21621996,Christian McCaffrey
Q63197469,Ihor Klymovskyi
Q715706,Aleksandar Đurić
Q6178580,Jennifer MacLean
Q85556645,Territory Alliance
Q47031053,L Antonio Curet
Q3479697,Sergio Villalobos
Q18293,Hednesford Town F.C.
Q822021,Tours FC
Q428467,Anna Troberg
Q1921011,President-elect
Q73593266,Ján Haspra
Q887010,Governor of California
Q1445819,René Stüssi
Q63248078,Zamani Saul
Q30,United States
Q20670527,Ashwin Adhin
Q977340,Georgi Donkov
Q364367,Vassilis Spanoulis
Q16475280,Valdas Urbonas
Q332994,Dominic Grieve
Q98446416,Ľuboš Benkovský
Q332020,César Gaviria
Q511784,Vuk Rašović
Q6416051,Paula Bennett
Q16207779,Betsy Hodges
Q437545,Owen Hargreaves
Q859311,Carlos Quentin
Q17090708,New Mexico State Auditor
Q5218527,Daniel R. Porterfield
Q6504866,Lawrie Wilson
Q438465,Michel Barnier
Q154408,Germany women's national football team
Q57840,Philémon Yang
Q7356905,Rodney Eade
Q5260724,Deportivo Coatepeque
Q3344790,Nottinghamshire County Cricket Club
Q4123338,Nikolay Mikhailovich Volkov
Q604589,Club Olimpia
Q17495760,Leader of the House in Lok Sabha
Q49560741,Reyahn King
Q5230746,David Altshuler (physician)
Q21279511,Paul Golding
Q15725863,Yossi Cohen
Q2019365,Oleksandr Onyshchenko
Q2983702,Collège Alpin International Beau Soleil
Q56320702,Aurore Lalucq
Q6123153,Secretary General of the Organization of American States
Q482955,Edwin van der Sar
Q11898613,Tuomas Eerola
Q982069,Tristan Hoffman
Q670376,Arizona Diamondbacks
Q928764,Parliamentary leader
Q5328505,East Grinstead Town F.C.
Q3299384,Moesgaard Museum
Q92743,Vint Cerf
Q1387611,Akanda FC
Q16148216,Cabinet Secretary for Health and Wellbeing
Q2366265,Social Liberal Party (Brazil)
Q3368970,Patrice Lair
Q208585,Vitória F.C.
Q3183329,Umar Akmal
Q6250211,John Kennedy (Louisiana politician)
Q717992,Juan Ramón Rocha
Q685295,Ferdinand Feldhofer
Q2724503,Tillakaratne Dilshan
Q950133,Silas (Portuguese footballer)
Q30337284,Stéphane Trompille
Q17324844,"Member of Parliament, Rajya Sabha"
Q139225,Þorgerður Katrín Gunnarsdóttir
Q3781724,Jammu and Kashmir People's Democratic Party
Q5492094,Olin College
Q1374135,Prudential plc
Q21993342,Pavel Cherkasov
Q83006,David Villa
Q7454108,Sergey Solodovnikov
Q188430,F.C. Copenhagen
Q9653,Ipswich Town F.C.
Q691,Papua New Guinea
Q90311087,Hawke's Bay District Health Board
Q11571,Cristiano Ronaldo
Q18003207,John Tye (whistleblower)
Q889817,President of Iraq
Q56600071,Wanda Vázquez Garced
Q3339281,Government of Moscow
Q4960434,Breitbart News
Q1055186,National Institute for Public Health and the Environment
Q22343487,Jimmy Thelin
Q463079,Aleksandrs Starkovs
Q57627,Janez Janša
Q1370482,President of Cuba
Q20528366,Andres Ammas
Q7356340,Rod Richards
Q5991985,Manu Carreño
Q220569,Jeff Louder
Q287171,ABC News (United States)
Q1062350,Oleg Chirkunov
Q3377548,Petr Fiala
Q168756,"University of California, Berkeley"
Q483856,Turkey national football team
Q844587,Prime Minister of Spain
